"Topic#","Topic","Class","Concept ID","Type","Simulatable","Diamond (high-impact aha)","Targets misconception","Description (what the sim teaches)","Requires (prerequisites)","Required-by (unlocks)","Notes","Built in repo?"
"36","Moving Charges Magnetism","Class 12","parallel_currents_attract_antiparallel_repel","nano","Yes","","","I_a, I_b same direction → attract; opposite direction → repel","force_between_parallel_currents_attract_or_repel, magnetic_force_direction_right_hand_rule","force_between_parallel_currents_attract_or_repel","parent: A18. Sources: NCERT §4.9 explicit + Newton's 3rd law verification.",""
"36","Moving Charges Magnetism","Class 12","force_per_length_f_equals_mu0_Ia_Ib_over_2pi_d","nano","Yes","","","f_ba = (μ₀ I_a I_b)/(2πd) per metre length","force_between_parallel_currents_attract_or_repel","force_between_parallel_currents_attract_or_repel, ampere_si_unit_definition_from_parallel_currents","parent: A18. Sources: NCERT Eq 4.25 explicit.",""
"36","Moving Charges Magnetism","Class 12","force_consistent_with_newton_third_law","nano","Yes","","","F_ba = −F_ab for steady currents (parallel conductors). Time-varying currents may violate.","force_between_parallel_currents_attract_or_repel","force_between_parallel_currents_attract_or_repel","parent: A18. Sources: NCERT footnote at §4.9 explicit.",""
"36","Moving Charges Magnetism","Class 12","ampere_si_unit_definition_from_parallel_currents","atomic","partial","","","One ampere = current in each of two parallel wires (1 m apart, vacuum) producing force 2×10⁻⁷ N/m between them. Theoretical definition adopted 1946.","force_between_parallel_currents_attract_or_repel","—","**Sources:** NCERT §4.9 explicit definition. **v1?:** FALSE — V2 (SI-unit historical definition; not a teaching priority for V1). ⚠ partial sim — definitional content harder to simulate compellingly.",""
"36","Moving Charges Magnetism","Class 12","magnetic_dipole_potential_energy_U_equals_minus_m_dot_B","atomic","Yes","","","Potential energy of dipole in B: U = −m·B = −mB cos θ. Minimum at θ=0 (parallel = stable); max at θ=π.","magnetic_dipole_moment_m_equals_NIA, torque_on_current_loop_tau_equals_m_cross_B","—","**Sources:** DCEM §26.6 Table 26.1 explicit; standard formula. **v1?:** FALSE — V2 (advanced + thermodynamics-of-magnetization preview).",""
"36","Moving Charges Magnetism","Class 12","magnetic_dipole_moment_of_revolving_electron_mu_l_equals_minus_e_over_2m_L","atomic","Yes","","","Electron orbiting a nucleus (Bohr model) constitutes a current loop → has magnetic moment μ_l = −(e/2m_e)L, where L = orbital angular momentum. Bohr magneton μ_B = eħ/(2m_e).","magnetic_dipole_moment_m_equals_NIA, `[Topic-47: bohr_model_atom]`","—","**Sources:** NCERT §4.10.3 (Eqs 4.32, 4.33, 4.34) + Fig 4.23. **v1?:** FALSE — V2 (atomic-physics bridge; relevant to Topic 47 Atomic Models + Topic 37 Magnetism & Matter).",""
"36","Moving Charges Magnetism","Class 12","force_on_curved_wire_in_uniform_B_equals_force_on_straight_wire_between_endpoints","atomic","Yes","","","For ANY curved wire ACD in uniform B carrying current i: total force F = i(AD × B), where AD is the straight-line vector from start to end.","magnetic_force_on_current_carrying_wire_F_equals_IL_cross_B, dF_equals_I_dl_cross_B_arbitrary_wire","—","**Sources:** DCEM §26.4 Case 1 explicit. **v1?:** FALSE — V2 (geometric simplification useful in JEE-Adv problems).",""
"37","Magnetism And Matter","Class 12","magnetic_dipole_moment_atomic","atomic","Yes","","","m = NIA for a current loop; vector along right-hand-rule normal. Equivalent dipole-moment of bar magnet","[current_loop_as_dipole(T36 A31), area_vector(T6), vector_cross_product(math-tools)]","[torque_on_magnetic_dipole, potential_energy_of_dipole_in_field, axial_dipole_field, equatorial_dipole_field, bar_magnet_as_solenoid_equivalence]","**Closes T36 A31 forward-edge** (current loop = elementary dipole bridges to permanent magnets)",""
"37","Magnetism And Matter","Class 12","vector_direction_via_rhr_nano","nano","—","","","Right-hand-rule for m direction from current direction","[magnetic_dipole_moment_atomic]","[torque_on_magnetic_dipole]","parent: magnetic_dipole_moment_atomic",""
"37","Magnetism And Matter","Class 12","bar_magnet_as_solenoid_equivalence","atomic","Yes","","","Every bar magnet ≡ a finite solenoid carrying bound surface current; m = M·V","[magnetic_dipole_moment_atomic, magnetic_field_solenoid(T36)]","[magnetic_intensity_H_and_M, ferromagnetism_atomic]","MM-G8; Ampère's hypothesis — historical unification frame",""
"37","Magnetism And Matter","Class 12","bound_surface_currents_nano","nano","Yes","","","Aligned atomic dipoles produce net surface current at magnet's lateral face","[bar_magnet_as_solenoid_equivalence, ferromagnetism_atomic]","[magnetic_intensity_H_and_M]","parent: bar_magnet_as_solenoid_equivalence",""
"37","Magnetism And Matter","Class 12","torque_on_magnetic_dipole","atomic","Yes","","","τ = m × B; aligns dipole with external field","[magnetic_dipole_moment_atomic, vector_cross_product(math-tools), force_on_current_loop(T36)]","[potential_energy_of_dipole_in_field, oscillating_dipole_period_nano]","Parallels electric-dipole torque (T30 A28) — bridge-edge to T30",""
"37","Magnetism And Matter","Class 12","oscillating_dipole_period_nano","nano","Yes","","","Small-angle oscillation T = 2π√(I/mB) — angular SHM","[torque_on_magnetic_dipole, angular_shm_equation_gamma_minus_k_theta(T17 A21)]","—","parent: torque_on_magnetic_dipole; bridges T17 SHM analogously to T30 dipole-in-E-field",""
"37","Magnetism And Matter","Class 12","potential_energy_of_dipole_in_field","atomic","Yes","","","U = −m·B; minimum when m parallel to B","[torque_on_magnetic_dipole, dot_product(T5)]","[work_to_rotate_dipole_nano]","Parallels electric-dipole PE (T30) — bridge-edge to T30",""
"37","Magnetism And Matter","Class 12","work_to_rotate_dipole_nano","nano","—","","","W = mB(cosθ₁ − cosθ₂)","[potential_energy_of_dipole_in_field]","—","parent: potential_energy_of_dipole_in_field",""
"37","Magnetism And Matter","Class 12","axial_dipole_field","atomic","Yes","","","B_axial = (μ₀/4π) · (2m/r³) along the dipole axis (r >> magnet length)","[magnetic_dipole_moment_atomic, magnetic_field_solenoid(T36)]","[equatorial_dipole_field]","Parallels electric axial-dipole field (T30)",""
"37","Magnetism And Matter","Class 12","equatorial_dipole_field","atomic","Yes","","","B_eq = (μ₀/4π) · (m/r³) on the perpendicular bisector","[magnetic_dipole_moment_atomic, axial_dipole_field]","—","Parallels electric equatorial-dipole field (T30); axial : equatorial = 2 : 1 ratio is the cross-magnet ↔ cross-charge invariant",""
"37","Magnetism And Matter","Class 12","gauss_law_for_magnetism","atomic","Yes","","","∮B·dA = 0 — no magnetic monopoles; B-field lines are closed loops","[magnetic_flux_definition(T35), gauss_law_electric(T30 contrast)]","[maxwell_equations_summary(T38 forward)]","MM-G5; one of 4 Maxwell equations — T38 references back to here",""
"37","Magnetism And Matter","Class 12","b_lines_always_closed_nano","nano","Yes","","","Unlike E-field lines which start on +charges, B-field lines have no start/end","[gauss_law_for_magnetism]","—","parent: gauss_law_for_magnetism; cognitive-error-prevention — contrasts to electric monopoles",""
"37","Magnetism And Matter","Class 12","earths_magnetism_atomic","atomic","Yes","","","Earth's magnetic field ≈ a giant dipole tilted ~11° from geographic axis","[magnetic_dipole_moment_atomic, axial_dipole_field]","[declination_dip_horizontal_component_nano]","MM-G4; unifies declination + dip + B_H",""
"37","Magnetism And Matter","Class 12","declination_dip_horizontal_component_nano","nano","Yes","","","3 quantities decomposing geomagnetic field at a point: declination D (true-north vs magnetic-north angle), dip θ (down angle from horizontal), B_H = B cos θ","[earths_magnetism_atomic, vector_resolution(T5)]","—","parent: earths_magnetism_atomic; Survey of India declination maps anchor",""
"37","Magnetism And Matter","Class 12","geomagnetic_pole_vs_geographic_pole_nano","nano","—","","","Magnetic north ≠ geographic north; current location near Ellesmere Island; drifts","[earths_magnetism_atomic]","—","parent: earths_magnetism_atomic",""
"37","Magnetism And Matter","Class 12","magnetic_intensity_H_and_M","atomic","Yes","","","B = μ₀(H + M); H = applied auxiliary field; M = magnetisation (dipole moment per unit volume)","[magnetic_dipole_moment_atomic, bar_magnet_as_solenoid_equivalence]","[magnetic_susceptibility_and_permeability_atomic, diamagnetism_atomic, paramagnetism_atomic, ferromagnetism_atomic]","MM-G6 cognitive-error-prevention atomic — H, B, M as one triad",""
"37","Magnetism And Matter","Class 12","h_units_amperes_per_metre_nano","nano","—","","","H measured in A/m; same units as M; B in tesla","[magnetic_intensity_H_and_M]","—","parent: magnetic_intensity_H_and_M",""
"37","Magnetism And Matter","Class 12","magnetic_susceptibility_and_permeability_atomic","atomic","Yes","","","M = χH; μᵣ = 1 + χ; relates material response to applied H","[magnetic_intensity_H_and_M]","[diamagnetism_atomic, paramagnetism_atomic, ferromagnetism_atomic]","MM-G7; unified χ ↔ μᵣ algebraic identity",""
"37","Magnetism And Matter","Class 12","diamagnetism_atomic","atomic","Yes","","","χ < 0 (small, ~ −10⁻⁵); induced opposing moment via Lenz-on-orbital-electrons; T-independent","[magnetic_susceptibility_and_permeability_atomic, lenz_law(T35), bohr_orbit_for_atom(T47)]","[meissner_effect_nano]","Anchor: bismuth + copper + water diamagnetism; superconductor as perfect diamagnet",""
"37","Magnetism And Matter","Class 12","meissner_effect_nano","nano","Yes","","","Superconductors expel B (χ = −1, perfect diamagnetism); levitates magnets","[diamagnetism_atomic]","—","parent: diamagnetism_atomic; Anchor: TIFR Mumbai superconductivity research",""
"37","Magnetism And Matter","Class 12","paramagnetism_atomic","atomic","Yes","","","χ > 0 (small, ~ +10⁻⁵); permanent atomic moments align weakly with B; χ ∝ 1/T (Curie's law)","[magnetic_susceptibility_and_permeability_atomic, thermal_disorder_kT(T18 deferred)]","[curies_law_nano, three_material_classes_response_to_B_nano]","Anchor: aluminium + oxygen (liquid O₂ paramagnetism demo)",""
"37","Magnetism And Matter","Class 12","curies_law_nano","nano","Yes","","","χ = C/T (Curie constant divided by absolute temperature)","[paramagnetism_atomic]","—","parent: paramagnetism_atomic",""
"37","Magnetism And Matter","Class 12","three_material_classes_response_to_B_nano","nano","Yes","","","Tabulate: dia (χ < 0, very small, T-independent), para (χ > 0, small, χ ∝ 1/T), ferro (χ >> 0, T < T_Curie). Cognitive-error-prevention.","[paramagnetism_atomic, diamagnetism_atomic, ferromagnetism_atomic]","—","parent: paramagnetism_atomic; MM-G10 cognitive-error-prevention nano",""
"37","Magnetism And Matter","Class 12","ferromagnetism_atomic","atomic","Yes","","","χ >> 0 (10² to 10⁶); domain structure with spontaneous alignment within domain; Curie temperature T_C above which → paramagnetic","[magnetic_susceptibility_and_permeability_atomic, paramagnetism_atomic]","[hysteresis_loop_atomic, soft_vs_hard_magnetic_materials_nano]","Anchor: iron, cobalt, nickel; Indian Rare Earths Ltd Nd-Fe-B production",""
"37","Magnetism And Matter","Class 12","domain_structure_nano","nano","Yes","","","Below T_C, atomic moments align spontaneously within ~μm-sized domains; applied B aligns domains, not individual spins","[ferromagnetism_atomic]","[hysteresis_loop_atomic]","parent: ferromagnetism_atomic; TIFR + IIT-B domain-imaging anchor",""
"37","Magnetism And Matter","Class 12","curie_temperature_nano","nano","—","","","Above T_C ferromagnet becomes paramagnet (Fe: 770°C, Ni: 358°C, Co: 1115°C)","[ferromagnetism_atomic]","—","parent: ferromagnetism_atomic",""
"37","Magnetism And Matter","Class 12","hysteresis_loop_atomic","atomic","Yes","","","B-H loop for ferromagnets: retentivity B_r (B at H=0), coercivity H_c (H to bring B=0), loop-area = energy dissipated per cycle per volume","[ferromagnetism_atomic, domain_structure_nano, eddy_currents_atomic(T35)]","[soft_vs_hard_magnetic_materials_nano, transformer_core_selection(T39 forward)]","MM-G3; **closes EI-G6 from T35** (hysteresis loss + eddy currents → ferromagnetic loss model); **bridges to T39 transformer core selection**",""
"37","Magnetism And Matter","Class 12","soft_vs_hard_magnetic_materials_nano","nano","Yes","","","Soft (low H_c, low B_r, small loop area → transformer cores) vs Hard (high H_c, high B_r, large loop → permanent magnets)","[hysteresis_loop_atomic, ferromagnetism_atomic]","[transformer_core_selection(T39 forward), permanent_magnet_applications_nano]","parent: hysteresis_loop_atomic; **bridge to T39 transformer-core-selection**",""
"37","Magnetism And Matter","Class 12","permanent_magnet_applications_nano","nano","—","","","Nd-Fe-B + Sm-Co + Alnico — high coercivity. Indian Rare Earths Ltd (Kollam, Kerala) + DRDO BLDC motors","[soft_vs_hard_magnetic_materials_nano]","—","parent: hysteresis_loop_atomic; **VERY-STRONG anchor candidate via Indian Rare Earths Ltd**",""
"37","Magnetism And Matter","Class 12","electromagnet_vs_permanent_magnet_nano","nano","—","","","Electromagnet = current loop around soft-iron core (low H_c → reversible); permanent = hard-magnet shaped + magnetised","[hysteresis_loop_atomic, bar_magnet_as_solenoid_equivalence]","—","parent: hysteresis_loop_atomic",""
"38","EM Waves","Class 12","displacement_current","atomic","Yes","","","i_d = ε₀ (dΦ_E/dt) — Maxwell's correction to Ampère's law; closes the loop for charging capacitor","[amperes_law(T36), magnetic_flux_definition(T35), electric_flux(T30)]","[maxwell_equations_summary, em_wave_basics]","Capacitor-charging diagram — i_c through wire, i_d through gap",""
"38","EM Waves","Class 12","capacitor_charging_ampere_paradox_nano","nano","Yes","","","Ampère loop straddles capacitor plate vs gap — i_d resolves the paradox","[displacement_current, amperes_law]","[maxwell_equations_summary]","parent: displacement_current",""
"38","EM Waves","Class 12","maxwell_equations_summary","atomic","Yes","","","Four equations unifying E + B: Gauss (E), Gauss (B), Faraday, Ampère-Maxwell","[gauss_law_electric(T30), gauss_law_magnetic(T36), faradays_law(T35), displacement_current]","[em_wave_basics, transverse_nature_em_wave, speed_of_light_derivation]","Qualitative-level atomic (EW-G2); historical-importance frame",""
"38","EM Waves","Class 12","unification_e_b_optics_nano","nano","Yes","","","Maxwell unified electricity, magnetism, AND optics — light is an EM phenomenon","[maxwell_equations_summary]","—","parent: maxwell_equations_summary",""
"38","EM Waves","Class 12","em_wave_basics","atomic","Yes","","","Self-propagating wave of mutually-inducing E and B fields; propagates at c in vacuum","[maxwell_equations_summary, faradays_law(T35), displacement_current]","[transverse_nature_em_wave, speed_of_light_derivation, em_spectrum_atomic, ground_wave_propagation(T50 back), sky_wave_propagation(T50 back), space_wave_propagation(T50 back)]","**Bridge atomic — closes 3 forward edges from T50** (EW-G6)",""
"38","EM Waves","Class 12","e_and_b_orthogonal_to_propagation_nano","nano","Yes","","","E ⊥ B ⊥ k̂; right-hand-rule for direction","[em_wave_basics]","[transverse_nature_em_wave]","parent: em_wave_basics",""
"38","EM Waves","Class 12","e_b_ratio_E_over_B_equals_c_nano","nano","Yes","","","E₀/B₀ = c at every point in the wave","[em_wave_basics, speed_of_light_derivation]","—","parent: em_wave_basics",""
"38","EM Waves","Class 12","transverse_nature_em_wave","atomic","Yes","","","E and B oscillate perpendicular to propagation direction (and to each other)","[em_wave_basics]","[polarisation_em_wave(T44 cross-ref), em_wave_identification_criteria_nano]","Bridges to T44 polarisation",""
"38","EM Waves","Class 12","em_wave_identification_criteria_nano","nano","Yes","","","(1) speed = c, (2) transverse, (3) self-propagating E↔B, (4) carries momentum + energy — EW-G8","[transverse_nature_em_wave, em_wave_basics, energy_density_em_wave]","—","parent: transverse_nature_em_wave; cognitive-error-prevention atomic",""
"38","EM Waves","Class 12","speed_of_light_derivation","atomic","Yes","YES","","c = 1/√(μ₀ε₀); pure-constants result from Maxwell's equations","[maxwell_equations_summary, em_wave_basics]","[em_spectrum_atomic, em_wave_basics]","Diamond candidate — historical impact + clean derivation",""
"38","EM Waves","Class 12","c_numerical_value_nano","nano","—","","","c ≈ 3 × 10⁸ m/s; Indian astronomers verified historically","[speed_of_light_derivation]","—","parent: speed_of_light_derivation",""
"38","EM Waves","Class 12","energy_density_em_wave","atomic","Yes","","","u = ½ε₀E² + B²/(2μ₀); average u_E = u_B (equipartition between E and B)","[energy_density_electric_field(T31), energy_density_magnetic_field_nano(T35)]","[intensity_em_wave, radiation_pressure_atomic]","**Bridges T35+T31 to T38** — uses both energy-density formulae",""
"38","EM Waves","Class 12","intensity_em_wave","atomic","Yes","","","I = c·u_avg = ½ε₀cE₀² = poynting vector magnitude (time-averaged)","[energy_density_em_wave, time_averaging_cos_squared(math-tools)]","[radiation_pressure_atomic]","Uses math-tools time-averaging — first-use validation in E&M context (Stage-3 hit)",""
"38","EM Waves","Class 12","radiation_pressure_atomic","atomic","Yes","","","EM wave carries momentum; P = I/c (absorbed) or 2I/c (reflected)","[intensity_em_wave, momentum_basics(T14)]","—","Anchor: solar sail concept; Indian Aditya-L1 solar mission (partial relevance)",""
"38","EM Waves","Class 12","em_spectrum_atomic","atomic","Yes","","","Continuous frequency/wavelength axis spanning 10⁰ – 10²⁴ Hz; 7 named bands","[em_wave_basics, speed_of_light_derivation]","—","THE iconic Class-12 diagram; each band a nano",""
"38","EM Waves","Class 12","radio_waves_nano","nano","Yes","","","f < 10⁹ Hz; λ > 0.3 m; antenna sources; AM/FM/TV/cellular","[em_spectrum_atomic]","[ground_wave_propagation(T50)]","parent: em_spectrum_atomic; Indian-anchor AIR + Doordarshan",""
"38","EM Waves","Class 12","microwaves_nano","nano","Yes","","","f 10⁹–10¹² Hz; λ 1 mm – 30 cm; klystron/magnetron sources; radar + 5G + ovens","[em_spectrum_atomic]","—","parent: em_spectrum_atomic; Indian-anchor IMD Doppler radar + Reliance Jio 5G n78 band",""
"38","EM Waves","Class 12","infrared_nano","nano","Yes","","","f 10¹²–10¹⁴ Hz; thermal radiation; remote controls; greenhouse","[em_spectrum_atomic]","—","parent: em_spectrum_atomic; ISRO Cartosat thermal-IR sensors",""
"38","EM Waves","Class 12","visible_light_nano","nano","Yes","","","f 4-7.5 × 10¹⁴ Hz; λ 400-700 nm; ROYGBIV; only band our eyes detect","[em_spectrum_atomic]","—","parent: em_spectrum_atomic",""
"38","EM Waves","Class 12","ultraviolet_nano","nano","Yes","","","f 10¹⁵–10¹⁶ Hz; sterilisation, fluorescence; ozone layer blocks most","[em_spectrum_atomic]","—","parent: em_spectrum_atomic",""
"38","EM Waves","Class 12","x_rays_nano","nano","Yes","","","f 10¹⁶–10¹⁹ Hz; Coolidge tube source; AIIMS imaging","[em_spectrum_atomic]","[x_ray_atomics(T45 back-edge)]","parent: em_spectrum_atomic; back-link to T45 x-ray cluster",""
"38","EM Waves","Class 12","gamma_rays_nano","nano","Yes","","","f > 10¹⁹ Hz; nuclear decay source; Bhabha Atomic gamma-knife","[em_spectrum_atomic]","[gamma_decay(T48 back-edge)]","parent: em_spectrum_atomic; back-link to T48 γ-decay",""
"38","EM Waves","Class 12","hertz_experiment_atomic","atomic","Yes","YES","","Spark-gap oscillator + resonant receiver → first experimental confirmation of EM waves (1887)","[em_wave_basics, lc_oscillation_future(T35 deferred)]","—","Historical anchor; Diamond candidate for narrative-rich sim",""
"38","EM Waves","Class 12","resonance_in_receiver_loop_nano","nano","—","","","LC tuning in receiver matches transmitter frequency","[hertz_experiment_atomic]","—","parent: hertz_experiment_atomic",""
"39","AC Circuits","Class 12","ac_voltage_source_atomic","atomic","Yes","","","v(t) = V₀ sin ωt; V_rms = V₀/√2; ω = 2πf; T = 1/f","[shm_x_eq_a_sin_omega_t(T17)]","[phasor_representation_atomic, ac_resistor_circuit, ac_inductor_circuit, ac_capacitor_circuit]","AC-G2; foundational atomic for entire chapter",""
"39","AC Circuits","Class 12","rms_vs_peak_vs_average_nano","nano","Yes","","","V_rms = V₀/√2; V_avg over half-cycle = 2V₀/π; over full = 0. Derivation via ⟨sin²ωt⟩ = ½","[ac_voltage_source_atomic, time_averaging_cos_squared(math-tools)]","[power_in_ac_circuit_atomic]","parent: ac_voltage_source_atomic; **3rd cross-cluster use of `time_averaging_cos_squared`**",""
"39","AC Circuits","Class 12","frequency_50hz_indian_grid_nano","nano","—","","","India: 50 Hz; US: 60 Hz; BIS IS 12360 standard","[ac_voltage_source_atomic]","—","parent: ac_voltage_source_atomic; Indian standards anchor",""
"39","AC Circuits","Class 12","phasor_representation_atomic","atomic","Yes","","","Sinusoidal quantity ↔ rotating vector in complex plane; phase angle = rotation angle; magnitude = peak value","[ac_voltage_source_atomic, vector_rotation(math-tools), phasor_complex_representation(math-tools NEW)]","[ac_inductor_circuit, ac_capacitor_circuit, lcr_series_circuit_atomic, impedance_triangle_nano]","AC-G3; the cognitive tool used everywhere downstream",""
"39","AC Circuits","Class 12","phase_relationship_intuition_nano","nano","Yes","","","Inductor: V leads I (V must rise to drive change in I against L); Capacitor: I leads V (I delivers charge before V builds across plates)","[phasor_representation_atomic, ac_inductor_circuit, ac_capacitor_circuit]","—","parent: phasor_representation_atomic; AC-G10 cognitive-error-prevention nano",""
"39","AC Circuits","Class 12","impedance_triangle_nano","nano","Yes","","","Z² = R² + (X_L − X_C)²; tan φ = (X_L − X_C)/R","[phasor_representation_atomic, lcr_series_circuit_atomic]","[resonance_in_lcr_atomic]","parent: phasor_representation_atomic",""
"39","AC Circuits","Class 12","ac_resistor_circuit","atomic","Yes","","","V and I in phase; I = V/R same as DC; P_avg = V_rms²/R","[ac_voltage_source_atomic, ohms_law(T34 bundle)]","[power_in_ac_circuit_atomic]","The simplest AC circuit — phase φ = 0",""
"39","AC Circuits","Class 12","ac_inductor_circuit","atomic","Yes","","","V leads I by π/2; X_L = ωL (inductive reactance); no power dissipation","[ac_voltage_source_atomic, self_inductance(T35), phasor_representation_atomic]","[lcr_series_circuit_atomic, wattless_current_atomic, choke_coil_atomic]","X_L grows linearly with ω",""
"39","AC Circuits","Class 12","inductive_reactance_x_l_units_nano","nano","—","","","X_L = ωL has units of ohms; X_L(50Hz) for 1H coil = 314 Ω","[ac_inductor_circuit]","—","parent: ac_inductor_circuit",""
"39","AC Circuits","Class 12","ac_capacitor_circuit","atomic","Yes","","","I leads V by π/2; X_C = 1/(ωC) (capacitive reactance); no power dissipation","[ac_voltage_source_atomic, capacitor_basics(T31), phasor_representation_atomic]","[lcr_series_circuit_atomic, wattless_current_atomic]","X_C decreases with ω — opposite frequency-dependence to X_L",""
"39","AC Circuits","Class 12","capacitive_reactance_x_c_units_nano","nano","—","","","X_C = 1/(ωC) has units of ohms; X_C(50Hz) for 1μF cap = 3.18 kΩ","[ac_capacitor_circuit]","—","parent: ac_capacitor_circuit",""
"39","AC Circuits","Class 12","lcr_series_circuit_atomic","atomic","Yes","","","Impedance Z = √(R² + (X_L − X_C)²); phase φ = arctan((X_L − X_C)/R); I = V₀/Z","[ac_resistor_circuit, ac_inductor_circuit, ac_capacitor_circuit, phasor_representation_atomic]","[resonance_in_lcr_atomic, power_in_ac_circuit_atomic, impedance_triangle_nano]","Combines all 3 previous atomics via vector addition of voltage phasors. **Cycle break (2026-06-13):** removed `impedance_triangle_nano` from Requires — a nano cannot precede its parent atomic; the triangle is DERIVED from the LCR result (now in Required-by).",""
"39","AC Circuits","Class 12","resonance_in_lcr_atomic","atomic","Yes","YES","","At ω₀ = 1/√(LC), X_L = X_C → Z minimized = R → I maximized; sharpness Q = ω₀L/R","[lcr_series_circuit_atomic, lc_oscillations_atomic]","[power_in_ac_circuit_atomic, radio_tuning_application_nano]","AC-G5; Diamond candidate — resonance curve + Q-sharpness sim",""
"39","AC Circuits","Class 12","q_factor_nano","nano","Yes","","","Q = ω₀L/R = (1/R)·√(L/C); also Q = ω₀/Δω (bandwidth ratio)","[resonance_in_lcr_atomic]","—","parent: resonance_in_lcr_atomic",""
"39","AC Circuits","Class 12","bandwidth_delta_omega_nano","nano","Yes","","","Δω = R/L = ω₀/Q; half-power frequencies bracket resonance","[resonance_in_lcr_atomic, q_factor_nano]","—","parent: resonance_in_lcr_atomic",""
"39","AC Circuits","Class 12","radio_tuning_application_nano","nano","Yes","","","LC tuning in radio receiver selects one station from EM spectrum by matching ω₀","[resonance_in_lcr_atomic, hertz_experiment_atomic(T38)]","—","parent: resonance_in_lcr_atomic; bridge to T38 Hertz receiver",""
"39","AC Circuits","Class 12","power_in_ac_circuit_atomic","atomic","Yes","","","P_avg = V_rms·I_rms·cos φ (real); S = V_rms·I_rms (apparent); Q_react = V_rms·I_rms·sin φ (reactive); cos φ = power factor","[lcr_series_circuit_atomic, ac_resistor_circuit, rms_vs_peak_vs_average_nano]","[wattless_current_atomic, power_factor_correction_nano]","AC-G6; cognitive-error-prevention atomic",""
"39","AC Circuits","Class 12","power_factor_correction_nano","nano","Yes","","","Industrial loads add capacitor banks to push cos φ → 1; reduces I_rms for same P_avg → lowers I²R losses in transmission. CEA tariff penalises low cos φ","[power_in_ac_circuit_atomic]","—","parent: power_in_ac_circuit_atomic; **policy-strand anchor: CEA tariff orders**",""
"39","AC Circuits","Class 12","real_vs_apparent_vs_reactive_table_nano","nano","Yes","","","Side-by-side table: name, formula, units (W vs VA vs VAR), physical meaning","[power_in_ac_circuit_atomic]","—","parent: power_in_ac_circuit_atomic; AC-G6 cognitive-error-prevention nano",""
"39","AC Circuits","Class 12","lc_oscillations_atomic","atomic","Yes","","","Energy oscillates between L (½LI²) and C (½CV²) at ω = 1/√(LC); analogous to SHM with q ↔ x","[energy_stored_in_inductor(T35), capacitor_energy(T31), shm_x_eq_a_sin_omega_t(T17 A4)]","[resonance_in_lcr_atomic]","AC-G4; **closes EI-G6 deferral from T35**; **bridges to T17 SHM** (most-cited cross-cluster analogy)",""
"39","AC Circuits","Class 12","q_obeys_shm_equation_nano","nano","Yes","","","d²q/dt² = −q/(LC); compare to d²x/dt² = −ω²x with ω² = 1/LC","[lc_oscillations_atomic, shm_a_eq_minus_omega_squared_x(T17 A4)]","—","parent: lc_oscillations_atomic",""
"39","AC Circuits","Class 12","energy_partition_oscillation_nano","nano","—","","","At t=0 all energy in C; at quarter-period all in L; full period returns; ½LI₀² = ½CV₀²","[lc_oscillations_atomic]","—","parent: lc_oscillations_atomic",""
"39","AC Circuits","Class 12","transformer_in_ac_atomic","atomic","Yes","","","**AC-grid extension of `transformer_atomic` (T35)** — the core V_s/V_p = N_s/N_p turn-ratio principle is owned by T35; THIS row adds only the AC-specific physics: soft-iron core minimises hysteresis loss, lamination cuts eddy losses, and step-up/step-down in the 50 Hz grid context.","[transformer_atomic(T35), hysteresis_loop_atomic(T37), soft_vs_hard_magnetic_materials_nano(T37)]","[transformer_losses_nano, ac_traction_application_nano]","AC-G7; **closes T37 hysteresis forward-edge**. **De-dup 2026-06-13:** was a near-duplicate of T35 `transformer_atomic`; re-scoped to the AC extension (depends on T35, no longer restates the turn-ratio principle). Kept as a thin atomic — NOT demoted to nano because it owns 3 child nanos (losses / step-up-down / traction); demotion would create nano-under-nano.",""
"39","AC Circuits","Class 12","transformer_losses_nano","nano","Yes","","","4 loss mechanisms: copper (I²R), hysteresis (T37 area-of-B-H-loop), eddy currents (T35 → laminated core), flux leakage. Efficiency η typically 96-99%","[transformer_in_ac_atomic, hysteresis_loop_atomic(T37), eddy_currents_atomic(T35)]","—","parent: transformer_in_ac_atomic; **closes T37 + T35 simultaneously**",""
"39","AC Circuits","Class 12","step_up_vs_step_down_nano","nano","Yes","","","N_s > N_p → step-up (high-voltage transmission); N_s < N_p → step-down (consumer end). India: 11 kV / 33 kV / 132 kV / 220 kV / 400 kV / 765 kV grid","[transformer_in_ac_atomic]","—","parent: transformer_in_ac_atomic; PowerGrid Corp anchor",""
"39","AC Circuits","Class 12","ac_traction_application_nano","nano","Yes","","","Indian Railways: 25 kV / 50 Hz overhead → on-board step-down + rectifier + traction motor. ~70% of route-km electrified","[transformer_in_ac_atomic, step_up_vs_step_down_nano]","—","parent: transformer_in_ac_atomic; Indian Railways anchor (VERY-STRONG strand)",""
"39","AC Circuits","Class 12","wattless_current_atomic","atomic","Yes","","","Purely inductive or purely capacitive circuit → cos φ = 0 → P_avg = 0 although I_rms ≠ 0","[power_in_ac_circuit_atomic, ac_inductor_circuit, ac_capacitor_circuit]","[choke_coil_atomic]","AC-G8; conceptual atomic — ""current that does no work""",""
